gene_id	gene_name	SRR1576457	SRR1576458	SRR1576459	SRR1576460	SRR1576461	SRR1576462	SRR1576463	SRR1576464	SRR1576465	SRR1576514	SRR1576515	SRR1576516
FBgn0039723	CG15522	104	69	95	73	54	96	120	109	127	46	23	28
FBgn0039726	eIF2Balpha	452	336	513	467	477	561	556	501	498	588	453	435
FBgn0039727	Vps13B	7766	6239	9624	7709	7331	8589	8208	8064	8272	10405	8008	7493
FBgn0039728	CG7896	138	75	93	78	47	69	142	115	120	72	42	59
FBgn0039730	CG7903	553	416	531	477	528	464	524	517	492	467	366	341
FBgn0039731	Sas-6	167	180	307	135	154	208	164	196	218	202	194	161
FBgn0039732	CG15525	132	147	199	144	199	199	199	228	252	309	276	239
FBgn0039733	CG11504	766	702	906	790	727	789	661	589	588	652.001	578	716
FBgn0039734	Tace	273	206	336	163	182	192	275	342	285	171	163	129
FBgn0039735	Nph	649	512	850	716	844	851	715	665	738	815	678	744
FBgn0039736	CG7912	7	7	14	9	18	13	14	12	11	13	15	8
FBgn0039737	CG7920	21071	14892	21360	20098	17938	19909	21369	15227	16498	22635	18974	15381
FBgn0039738	Mgat2	1733	1259	1814	1753	1602	1892	1871	1571	1674	2035	1595.999	1591
FBgn0039739	RpS28a	35	39	58	20	24	26	55	49	49	23	14	14
FBgn0039740	ZIPIC	259	235	303	314	335	301	265	239	203	336	291	278
FBgn0039741	CG7943	632	407	565	567	382	475	725	574	560	422	406	376
FBgn0039742	CG15528	238.947	226.528	318.88	196.512	272.777	205.66	336.98	313.783	294.899	365.491	307.235	196.368
FBgn0039743	Jasper	979	745	1107	1319	1146	1009	1049	1068	979	1180	923	956
FBgn0039744	Rpp14b	100	150	158	125	130	157	111	110	144	167	169	126
FBgn0039747	AdoR	121.839	77.967	80.619	160.921	133.079	170.849	147.401	98.968	105.893	183.29	160.729	124.589
FBgn0039748	CG15529	58.158	52.083	77.746	49.074	53.005	54.467	52.718	94.643	69.256	63.594	53.206	35.417
FBgn0039749	CG11498	20.842	28.917	32.254	25.926	34.995	51.533	26.282	27.357	29.744	37.406	14.794	27.583
FBgn0039751	CG1983	479	387	468	458	466	469	490	415	442	533	486	419
FBgn0039752	CG15530	3489	3187	4413	3332	3564	3890	3108	3411	3420	4039	3409	3523
FBgn0039754	CG9747	3375	3041	3913	2529	2327	2688	2847	3110	2849	2464	2203	2258
FBgn0039755	CG15531	2929	2352	3174	1763	2094	2443	2957	2811	3000	3026	2725	1918
FBgn0039756	CG9743	2281	1430	1780	2879	2511	2635	2243	1286	1358	1981	1571	1631
FBgn0039757	RpS7	22152	15720	22619.001	20241.999	21879	23998.999	19030	17720	18462	21618.001	17363	17505.999
FBgn0039758	CG9737	49	31	53	53	68	66	55	48	51	91	75	64
FBgn0039759	CG9733	71	33	50	61	76	75	67	69	73	153	102	68
FBgn0039760	CG9682	761	452	776	677	563	639	807	597	579	738	546	690
FBgn0039761	CG18404	1656	1243	1721	1608	1710	1885	2072	1914	1928	1712	1655	1308
FBgn0039764	CG15535	155	85	128	108	125	110	129	124	143	127	86	87
FBgn0039765	mRpS18C	361	289	402	382	356	389	369	361	350	428	274	288
FBgn0039766	CG15536	328	224	424	223	266	255	324	282	305	249	181	207
FBgn0039767	CG2218	950	794	1035	939	948	908	967	1024	977	964	788	803
FBgn0039768	CG15533	432	342	402	1035	1100	1067	312	207	310	895	708	675
FBgn0039769	CG15534	1748	1007	1094	2269	2422	2632	1294	934	985	2091	2012	2030
FBgn0039770	CG15537	126	84	151	91	92	146	167	136	135	105	79	75
FBgn0039771	Osi23	2	4	4	1	3	6	4	8	9	10	2	4
FBgn0039773	CG2224	1468	1287	1777	1473	1683	1694	1410	1422	1387	1850	1564	1573
FBgn0039774	CDase	677	413	564	626	610	650	749	495	622	583	471	440
FBgn0039776	PH4alphaEFB	497	294	447	554	466	546	484	433	389	485	412	351
FBgn0039777	Jon99Fii	8746.748	6360.142	8141.123	4600.516	4516.75	4796.925	6704.544	4557.412	4744.656	6015.51	5626.257	5057.486
FBgn0039778	Jon99Fi	4432.238	3183.611	5485.435	2468.5	2886.588	2306.243	4262.801	4250.308	4056.655	3891.982	2795.079	2818.001
FBgn0039779	PH4alphaSG2	9	6	6	0	2	4	0	5	2	1	5	3
FBgn0039780	PH4alphaNE1	25	28	33	21	29	26	24	22	23	13	22	12
FBgn0039782	CG15539	356	304.001	525	352.999	304	371.001	329.001	468.001	435	372	369	284
FBgn0039783	PH4alphaNE2	906	921	1327	841	971	949	829	1013	994	955	901	886
FBgn0039784	CG9698	22	25	29	20	20	20	23	19	34	21	19	13
FBgn0039787	CG9702	1214	1077	1484	1040	1079	1231	1196	1375	1341	1349	1036	1006
FBgn0039788	Rpt6R	811	793	1104	777	1022	1013	821	951	953	1326	1123	939
FBgn0039789	CG9717	549	337	513	488	490	498	665	599	604	557	442	349
FBgn0039790	CG2246	926	750.001	944.999	864.998	833.999	990.001	967.999	872	872.002	936.001	741.001	738
FBgn0039792	CG2267	5816	5619	8174	6799	7270	7993	5936	6609	6602	9323	7969	7437
FBgn0039795	Spn100A	10	10	11	8	5	11	5	4	7	7	5	2
FBgn0039796	CG12069	1781	1770	2189	1594	1770	2062	1727	2095	2176	2416	1944	1693
FBgn0039797	eIF4H2	3519	3182	4562	3852	4216	4160	3060	3372	3321	4445	3704	3683
FBgn0039798	CG11313	22	17	20	1	2	1	3	2	3	2	0	1
FBgn0039799	CG15543	554	536	738	592	635	700	596	760	656	791	646	620
FBgn0039800	Npc2g	3631	2617	3719	6302	5750	7385	3513	3110	3176	5046	4222	4919
FBgn0039801	Npc2h	5958	4512	5019	5395	4606	5244	5252	3229	4224	5464	6335	6250
FBgn0039802	dj-1beta	823	538	844	664	772	842	921	896	884	924	771	494
FBgn0039804	CG15544	122	67	119	92	79	73	169	110	104	108	81	105
FBgn0039805	Cpr100A	2099	1129	1610	828	548	826	2171	1400	1526	687	485	580
FBgn0039806	CG15545	27	24	22	29	20	25	24	30	22	31	28	27
FBgn0039807	CG15546	675	446	607	540	482	542	842	701	680	657	544	506
FBgn0039808	CG12071	449	352	408	405	338	391	459	450	396	307	264	337
FBgn0039809	CG15547	1437	1435	1686	1224	1333	1430	1277	1512	1480	1559	1286	1199
FBgn0039810	CG15549	262	223	368	231	314	318	235	276	256	421	269	249
FBgn0039811	CG15550	11	2	4	8	11	15	9	11	4	16	13	8
FBgn0039812	CG15548	683	670	930	718	789	838	613	805	800	940	711	767
FBgn0039816	CG11317	226	202	249	201	165	226	290	253	218	175	140	155
FBgn0039817	CG15553	386	303	353	271	232	317	364	316	338	294	306	239
FBgn0039818	Mayo	143	96	133	113	116	125	180	109	132	151	100	105
FBgn0039820	CG15554	77	49	75	85	103	87	59	43	55	71	54	49
FBgn0039821	Ktch	196	155	203	227	239	245	264	244	248	338	303	230
FBgn0039827	CG1544	504	458	537	562	576	637	418	338	318	504	443	425
FBgn0039828	CG1542	475	417	616	430	491	487	469	485	489	537	424	437
FBgn0039829	CG15561	102	71	129	106	119	115	94	92	96	112	108	106
FBgn0039830	ATPsynC	223847	113367.001	181934	204986	198365	180571.001	253402	139126.001	167068	214867	167302	256532.001
FBgn0039831	CG12054	2860	2357	2935.001	3012	2490	3008	3235	2729	2589	2623	2412	2544
FBgn0039832	CG15563	24	29	33	14	23	34	24	35	27	58	34	25
FBgn0039833	CG15564	6	3	1	6	3	3	3	3	4	1	3	9
FBgn0039835	mRpL32	135	106	173	120	117	152	151	177	181	178	132	103
FBgn0039836	CG1750	42	36	48	37	46	45	44	38	65	29	29	22
FBgn0039838	CAH6	9	4	7	2	4	2	1	2	5	4	5	3
FBgn0039839	ppk24	2	1	1	0	1	0	7	6	2	6	3	4
FBgn0039840	pHCl-2	873	477	605	466	427	497	760	406	399	590	518	367
FBgn0039844	CG1607	1117	836.001	1039	1249	1130	1301	1405	1140	1090	1334	1084	924
FBgn0039846	PNPase	208.319	205.003	295.034	225.962	254	224	280.151	241.877	247	293.694	260.897	193.699
FBgn0039848	Loxl1	13	19	28	9	11	11	10	17	15	16	10	11
FBgn0039849	CG11334	1416	1243	1481	1480	1351.001	1452	1445	1086	1105	1365	1253	1362
FBgn0039850	CG11333	177	167	262	166	217	190	178	213	210	258	192	152
FBgn0039851	mey	11	5	2	11	10	13	12	9	7	11	14	17
FBgn0039852	nyo	16	11	15	10	17	10	6	15	8	23	23	18
FBgn0039854	CG1635	413.969	254.384	369.868	483.59	407.451	491.425	428.256	362.019	326.409	436.131	388.517	340.822
FBgn0039855	CG1638	626	596	941	785	877	950	648	825	761	1107	868	809
FBgn0039856	CG1774	3130	2216	2585	2138	2147	2389	2618	1893	2058	2264	2174	1874
FBgn0039857	RpL6	31979	23768	27540	27261	24450	31095	28316	23544	21806	23977	21150	22093
FBgn0039858	CycG	23790.189	17883.163	24035.479	24144.495	23702.581	26531.154	26062.865	26102.614	24142.523	27657.821	23167.645	19340.844
FBgn0039859	Mnat9	88	75	79	80	85	113	102	95	93	116	97	94
FBgn0039860	CG1792	139	121	172	135	131	149	162	162	171	142	135	105
FBgn0039861	pasha	411.999	387	483	365	404	377	482.001	416	409	422	370	357
FBgn0039862	kek6	430	282	378	406	293	408	482	411	402	252	204	239
FBgn0039863	Zmynd8	2025	1773	2116	2372	1998	2516	2055	1811	1758	2197	1816	2106
FBgn0039864	CG11550	104	77	138	71	80	82	161	163	132	125	78	63
FBgn0039867	CstF50	123	79	121	85	127	119	129	115	124	156	108	96
FBgn0039868	CG11563	60	57	71	74	79	88	64	76	81	94	78	59
FBgn0039869	Tbca	864	897	931	858	837	900	810	683	725	861	686	880
FBgn0039870	CG1896	221	165	264	295	269	305	262	232	248	270	239	296
FBgn0039872	salt	1364	1117	1461	1879	2012	2350	1485	1553.978	1513	3051	2373	1848
FBgn0039873	Smvt	1542	1258	1730	2516	2944	3732	1369	1538	1656	3632	2852	2211
FBgn0039875	sip3	2679	2453	3248	3063	2858	3182	2919	2852	2829	3580	3029	2955
FBgn0039876	CG2126	176	161	199	168	186	200	234	200	224	211	151	183
FBgn0039877	Mccc1	714	635	850	417	502	578.001	795	851	819	702	558	419
FBgn0039879	Ir100a	24	24	27	16	10	12	29	33	33	20	17	16
FBgn0039881	CG1971	1306	1112	1726	1538.001	1479	1579	1268	1601	1593	1894	1332	1516
FBgn0039882	Rift	805	640	1000	624	617	795	764	757	782	822	703	461
FBgn0039883	RhoGAP100F	958.999	716	980	975.001	737	1033	1157.001	936	910	619	450	581
FBgn0039886	CG2003	177	125	182	162	138	159	192	181	189	186	126	136
FBgn0039887	Pos	355	331	459	442	458	546	360	518	454	650	609	415
FBgn0039889	Arl4	559	467	634	505	529	636	629	809	660	702	589	406
FBgn0039890	Abcd1	1237	760	1191	1408	1373	1494.001	1430.999	1403.001	1306	1721.001	1402.999	1017.001
FBgn0039896	yellow-h	111	82	144	119	142	135.983	150	187	150	187	149	109
FBgn0039897	CG1674	5750.999	4777.999	6326	7191	7409	7058.999	7051	6518	5842	9976.999	8214.999	6478.999
FBgn0039900	Syt7	586	446.001	710	533.999	496.999	597	822.999	854	749	412	359	414.001
FBgn0039902	Zip102B	1033	729	1071	1027	1073	1049	1083	1075	981	1190	1023	840
FBgn0039904	Hcf	1987	1556	2105	2042	1796.999	2071.999	2289	2080.999	2071.517	2544.999	1998	1760
FBgn0039907	lgs	4543	3903	4786	4658	4155	5020	4725	4476	4246	5008	4149	4425
FBgn0039908	Asator	1828.125	1423.042	1812.011	1765.261	1529.211	1727.479	2129.045	1979.297	1728.019	1533.992	1213.024	1250.025
FBgn0039909	ND-49	7573	3616	5866	6177	6353	6862	8588	5166	6052	7468	6345	5301
FBgn0039911	CG1909	496	365	611	475	417	535	657	661	629	455	341	277
FBgn0039914	mav	1309	1243	1470	1845	1277	1312	1424	1437	1259	1380	1236	1517
FBgn0039915	Gat	810.49	306.899	517.795	710	576.461	803.989	1165.109	634.479	673	765.035	547.413	306.539
FBgn0039916	Ekar	211	117	170	145	108	150	251	237	198	112	79.89	61
FBgn0039920	CG11360	486.001	352	521	518	478	553	608	584	526.001	499	421	383.999
FBgn0039923	MED26	1972	1573	2300	2174	2054	2423	2362	2464	2443	2705	2175	1872
FBgn0039924	PIP4K	793.377	584.594	976.827	844.813	964.084	1004.614	1019.573	1172.892	975.612	1122	884	664.198
FBgn0039925	Kif3C	161	94	146	101	100	130	208	206	200	112	101	85
FBgn0039927	CG11155	1213.832	1009.999	1417.958	1333.78	1208.645	1392.048	1809.687	2109.914	1769.775	1832	1422.001	1145
FBgn0039928	Cals	3532.501	2531.424	3942.516	3788.883	3521.66	3983.873	4587.34	4948.506	4413.042	4927.403	3914	2852.3
FBgn0039929	CG11076	916	784	1038.001	880	918	931	1022	927	917	912	853	894
FBgn0039930	Mpv17	101.11	58.412	98.01	56.476	72.966	132.827	143.714	109.945	141.796	139.567	146.557	72.622
FBgn0039932	fuss	33.969	28.213	42.929	89.786	86.615	81.622	37.503	49.566	34.748	105.712	74.887	77.641
FBgn0039936	Gyf	3632	2483	3542.001	4487.999	4214	4664	4218	3388	3573.999	5029	4029.999	3662
FBgn0039937	fd102C	47	37	50	73	84	79	35	42	27	65	42	75
FBgn0039938	Sox102F	650.395	449.507	672.128	716.748	597.84	693.889	679.942	596.492	563.578	611.666	537.001	478.349
FBgn0039941	CG17167	460.359	219.404	281.867	549.858	485.616	585.649	574.455	297.051	279.144	627.125	451.787	405.302
FBgn0039942	CG17163	115.641	91.595	155.133	167.142	101.384	141.351	154.546	179.949	136.856	129.875	92.214	97.699
FBgn0039943	CG17168	595	477	604	630	576	605	692	429	488	533	437	541
FBgn0039944	CG17162	933.125	1110.85	787.788	974.795	1102.318	798.325	1327.352	1620.604	1566.958	695.478	1042.437	487.937
FBgn0039945	CG17159	511.599	0	618.211	457.159	98.682	614.676	508.532	0	0	595.981	0	465.171
FBgn0039946	ATbp	165	131	156	133	159	151	139	116	127	144	134	152
FBgn0039955	CG41099	1026	764	1141.999	1135.999	1188	1248	1182	1184	1109.999	1492.001	1121	978.001
FBgn0039958	CG12567	316	210.999	347	328	375.999	358	407	376	361	386	301	248
FBgn0039965	Coa7	392.999	282	430.001	353	435	439	466	437	406	521	408.001	316
FBgn0039966	Rab21	220	146	246	199	227	231.001	215	180	203	206	190.001	165
FBgn0039969	Fis1	620	421	720	745	788.999	571.001	603	623	604	671.001	440	483
FBgn0039970	CG17508	2490	1815	2662	2318	2830	2943	3052	2829	2957	4008	3554	2246
FBgn0039972	Marf1	318	335	332.999	356	269	335	342	382.001	364	346	292	366
FBgn0039977	Spf30	924	679	977	836	1050	991	958	845	899	1067	783	1018
FBgn0039979	CR40282	5	7.567	3.669	3	6.872	4	4.826	5	3.638	3.997	0	2.999
FBgn0039987	CR12798	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039993	BckdhB	1418	1024	1531	1201	1365.001	1406	1515	1563	1534	1743	1472	936
FBgn0039994	conu	514.001	420	570.999	520	464.999	577.999	628.001	650	573	682	612.001	418
FBgn0040005	CG17883	623	427.001	738	506	705.001	797	735	808	805.999	909.999	923	561
FBgn0040007	RpL38	1736	1396	2010	1488	2163	2444	2180	3384	2835	3385	1906	1018
FBgn0040009	CG17490	110.484	67.28	110.542	64.01	102.063	78.212	97.615	140.424	105.98	120.034	144.036	67.05
FBgn0040010	CG17493	606.49	430.55	591	688.065	665.715	696	675.908	647.588	631.469	719.334	494.077	465.741
FBgn0040011	Slmap	4727	4561	6127	4826	5539	5912	5113	5454	5704	6835	5537	5233
FBgn0040020	MED21	141.258	105.865	197.413	183	155.736	159.192	237.33	278.793	210.001	166.532	134.109	95.108
FBgn0040022	Set1	991.742	799.136	980.587	1047.001	949.264	1216.808	1193.669	1075.206	1056.999	1194.468	950.891	1001.892
FBgn0040028	CG17450	4312.965	3974.91	5737.341	3313.219	4119.221	3905.754	3905.1	3766.737	3643.324	4322.096	3676.122	3312.56
FBgn0040031	CG12061	285	313	428	284	341	364	365	435	416	444	335	319
FBgn0040038	klhl10	3428	3088	4570	3640	3983	4337	3519	3953	4165	4777	4093	4124
FBgn0040045	CR12460	1	5	7	2	3	2	0	1	1	2	0	3
FBgn0040056	CG17698	602.999	573	770	568	586	704.999	972	1023.001	895.999	854.001	707.999	478.001
FBgn0040060	yip7	37892	24554	32414	45126	35192	38694	45339	27277	27240	49888	38440	42299
FBgn0040063	yip3	182	199	269	191	230	243	197	230	248	235	240	234
FBgn0040064	yip2	3470	2528	3518	3206	3147	3506	3394	3135	3037	3630	3076	2320
FBgn0040066	wds	451	361	470	502	516	483	527	414	433	511	408	391
FBgn0040068	Vav	920	656	866.999	1012.999	814.999	874.001	966	778	784	886	664.999	772
FBgn0040069	vanin-like	174	126	156.76	158	165	142	174	95	150	229	173	93.934
FBgn0040070	Trx2	1906	1368	2179	2153	2555	2803	2410	2653	2556	3319	2416	1799
FBgn0040071	tara	1184	853	1093	1204	1030	1239	1226	1015	958	1192	863	874
FBgn0040074	retinin	7198	5612	6960	4689	4280	4597	9350	7457	8035	4492	3372	3280
FBgn0040075	rept	1349	1209	1678	1389	1486	1548	1208	1336	1313	1740	1565	1594
FBgn0040076	primo-2	397.874	907.983	654.627	461.667	629.181	730.919	466.1	0	805.561	755.756	623.562	481.447
FBgn0040077	primo-1	1018.126	345.017	1032.373	872.333	796.819	932.081	972.9	1477	752.439	1110.244	1026.438	839.553
FBgn0040078	pont	995	940	1097	1170	1298	1330	933	1052	1109	1510	1184	1128
FBgn0040079	pkaap	634	451	594	601	605	647	729	583	590	644	494	461
FBgn0040080	pins	650	475	694	616	596	674	716	682	647	878	626	587
FBgn0040087	p115	330	269	381	279	345	346	342	344	367	423	294	217
FBgn0040089	meso18E	614.999	433	667	672	614	594.001	736	565.999	618	625	553	637.999
FBgn0040091	Ugt317A1	79	45	80	44	47	71	59	68	61	69	52	46
FBgn0040092	lectin-46Cb	1986	1910	2629	2027	2039	2747	1610	1892	1909	1909	1533	1912
FBgn0040093	lectin-46Ca	3001	2202	3747	2805	3114	2824	2393	2656	2720	2662	2081	2279
FBgn0040096	lectin-33A	58	10	21	76	82	77	124	43	59	251	211	79
FBgn0040097	lectin-30A	3245	2800	4710	2713	3086	3132	3344	4027	3804	3221	2558	2613
FBgn0040098	lectin-29Ca	1147	1012	1700	1175	1229	1459	1292	2048	1684	1843	1454	1025
FBgn0040099	lectin-28C	1112.804	800.461	1024.066	932.152	759.909	1042.655	1249.359	1051.031	1152.513	1094.625	851.852	724.237
FBgn0040102	lectin-24Db	222	126	172	254	252	238	182	171	192	279	211	138
FBgn0040104	lectin-24A	74	40	35	106	87	120	69	40	40	121	114	73
FBgn0040106	lectin-21Cb	49	43	59	22	35	48	31	56	58	50	51	23
FBgn0040107	lectin-21Ca	210	168	320	284	300	309	238	234	248	342	270	289
FBgn0040153	l(1)G0469	1320	996	1098.001	1058	982	1098	1395	1046	1028	964	789	846
FBgn0040206	krz	1186	879	1298	1235	1137	1266	1324	1191	1201	1453	1217	1116
FBgn0040207	kat80	338	226	333	354	329	336	410	299	294	369	274	249
FBgn0040208	Kat60	954.22	754.947	985.427	853.86	782.958	862.632	934.583	838.874	841.536	947.665	789.87	852.661
FBgn0040211	hgo	399	241	364	515	458	654	359	264	332	632	619	330
FBgn0040212	Gnpat	451.22	320.225	456.047	423.808	469.931	479.535	532.209	541.105	571.453	640.536	518.112	365.524
FBgn0040227	eIF3d1	3808	3157	4067	3116	2880	3120	4099	3287	3398	3367	2550	2737
FBgn0040228	DCTN5-p25	271	193	258	227	215	260	282	270	267	248	203	165
FBgn0040230	dbo	1980	1625	2029	1866	1664	2046	1866	1745	1719	1829	1457	1686
FBgn0040232	cmet	1086.412	916.67	1514.401	1093.606	1210.471	1168.34	1064.001	1154.851	1144.62	1272.843	1056.7	1063.327
FBgn0040233	cana	1824.588	1575.329	2223.599	2169.394	2073.529	2293.66	2133.998	2050.149	2008.379	2722.157	2148.3	2081.673
FBgn0040234	c12.2	614	375	558	679	574	635	607	468	449	780	563	453
FBgn0040235	c12.1	550	499	537	519	446	494	551	458	479	600	429	453
FBgn0040236	c11.1	998.719	584	832	1086.722	1000.988	1183.896	997.756	711.862	762.756	1269.113	871.034	736.028
FBgn0040238	Best1	812.999	576.001	817.001	811	789.999	776.999	855	704	714	906	699.001	662
FBgn0040239	bc10	2419	1911	2201	2846	2394	2806	2903	2059	2235	2767	2727	3090
FBgn0040250	Ugt304A1	101	61	55	81	110	107	125	83	77	148	118	81
FBgn0040251	Ugt302K1	22	16	19	15	28	16	36	45	23	49	24	18
FBgn0040252	Ugt303A1	360	221	284	457	524	477	378	272	265	494	407	312
FBgn0040253	Ugt35E1	25	16	26	15	22	20	19	23	19	35	24	15
FBgn0040255	Ugt35E2	75	51	56	82	77	70	25	38	46	43	24	27
FBgn0040256	Ugt35C1	3905	1980	3180	5860	5844	6020	2421	1649	1616	3529	2951	1863
FBgn0040257	Ugt302E1	62	41	51	73	80	97	85	62	48	177	82	53
FBgn0040259	Ugt302C1	1235	694	975	1555	1337	1517	1371	982	958	1852	1428	993
FBgn0040260	Ugt37D1	1277	733	1176	1654	1591	1893.999	1471	1106	1157	2082	1562	1188
FBgn0040261	Ugt37E1	10	5	16	41	12	22	12	3	11	41	33	13
FBgn0040262	Ugt37C2	59	43	61	120	109	111	53	44	32	114	84	56
FBgn0040268	Top3alpha	305	222	323	258	248	249	331	348	309	285	237	194
FBgn0040271	Sulf1	1419.76	1074.7	1317.597	1299.933	1100.394	1246.151	1578.374	1181.702	1156.054	1337.304	1013.086	1111.63
FBgn0040273	Spt5	717	521	756	644	701	687	735	665	628	719	620	519
FBgn0040279	Osi14	6	1	10	5	9	8	8	14	9	6	12	3
FBgn0040281	Aplip1	387	247	424	354	328	397	538	532	461	281	220	204
FBgn0040283	SMC1	682	531	737	784	697	744	850	625	689	750	644	588
FBgn0040285	Scamp	2056	1640	1869	1968.001	1659	1776.999	2055	1812	1757	1779.001	1625	1573
FBgn0040290	RecQ4	54	32	45	46	61	50	37	39	42	60	58	28
FBgn0040291	Roc1b	456.03	378.646	535.332	385.022	432.469	405.891	377.438	463.943	414.896	417.651	384.941	349.421
FBgn0040294	POSH	322	271.059	349.372	327	276.347	338	332	309.589	290.028	344.808	269.031	269.015
FBgn0040296	Ocho	0	0	1	0	0	0	0	0	0	0	0	1
FBgn0040297	Nhe2	2531.86	2156.999	2748	2508.905	2285.01	2432.458	2852.075	2685.001	2579	2746.999	1883.536	2314
FBgn0040298	Myt1	174	153	223	200	184	212	191	171	203	164	175	149
FBgn0040299	Myo28B1	844	429	507	952	796	914	842	416	423.001	1145	887	709
FBgn0040305	MTF-1	1182.036	864.369	1028.468	1280.232	957.654	1207.868	1084.143	754.958	828.665	1115.287	988.541	1058.485
FBgn0040308	Prx4	1330	1140	1905.001	1395	1497	1639	1305	1724	1614	2059	1476	1361
FBgn0040309	Prx2	4577	3175	4405	4218	3938	4487.999	4500	3885.999	3822.001	4900	4058	3252
FBgn0040318	HGTX	110	114	112	208	229	226	98	82	95	138	155	169
FBgn0040319	Gclc	3807	2617.999	3384.999	4203	3800	4314	3862.001	2611.001	2599	4574	3510	3388
FBgn0040321	GNBP3	667	434	635	708	797	910	690	618	573	874	667	543
FBgn0040322	GNBP2	537	333	501	515	449.001	560	596	476.999	456	512	436	318
FBgn0040323	GNBP1	219	156	238	223	217	217	246	211	225	321	222	170
FBgn0040324	Ephrin	843	568	901	1045.001	948.001	1118	1066	853.001	847	1114	938	858
FBgn0040333	brv3	297	274	429	278	303	328	271	358	365	360	292	263
FBgn0040334	Tsp3A	125	76	122	164	136	123	151	114	121	129	112	111
FBgn0040336	Seipin	367	259	408	320	364	313	452	348	321	414	347	307
FBgn0040337	CG3021	687	587	722	680	718	719	602	561	586	680	544	614
FBgn0040338	TfIIA-S-2	46	42	63	44	58	54	50	59	58	65	56	48
FBgn0040339	MED22	222	222	284	167	249	222	244	265	273	240	191	173
FBgn0040340	TRAM	1797.001	1345	2214	1506	1403	1458	1785.001	1780.001	1573.999	1749	1360	1302.999
FBgn0040341	CG11664	203	179	302	174	172	219	196	219	215	193	154	181
FBgn0040342	CG3706	236	144	241	234	281	250	248	220	254	271	256	172
FBgn0040343	CG3713	173	113	199	120	124	166	203	226	222	218	151	155
FBgn0040344	Lztr1	659	482	627	652	560	561	752	720	547	621	445	388
FBgn0040345	CG3708	441	338	501	415	399	414	386	544	573	481	422	301
FBgn0040346	CG3704	248.255	163.479	248.746	213.548	281.488	283.33	259.63	244.391	267.386	335.148	230.45	196.175
FBgn0040347	mus81	37.423	33.343	46.438	43.318	34.189	51.918	53.165	40.048	57.629	46.796	44.067	36.806
FBgn0040348	CG3703	215.577	163.657	209.562	171.682	173.811	176.082	255.835	233.952	178.371	134.204	93.933	101.194
FBgn0040349	CG3699	2083	1451	1968	2029	1907	2341	1625	1550	1517	2039	1807	1257
FBgn0040350	CG3690	596	501	650	714	797	739	653	631	758	924	796	562
FBgn0040351	CG11638	221	149	188.949	207.94	189	202	291	213	204	139.886	105	117
FBgn0040352	CG14416	16	12	21	4	12	12	7	6	11	3	5	2
FBgn0040353	CG14417	4	3	2	2	4	3	0	1	1	0	0	1
FBgn0040354	CG14418	0	0	0	1	1	2	0	2	2	1	0	0
FBgn0040355	CG3526	128	155	193	134	134	175	178	183	184	167	164	147
FBgn0040356	CG12498	332	344	396	332	355	396	284	273	319	443	323	360
FBgn0040357	CG14624	0	1	0	0	0	0	1	0	0	0	0	0
FBgn0040358	CG14625	27	31	25	35	31	26	29	20	17	28	20	35
FBgn0040359	CG11380	27	9	17	38	21	23	27	14	13	21	25	27
FBgn0040360	CG14626	14	14	15	11	15	26	20	7	11	12	8	16
FBgn0040361	CG14627	33	33	39	26	29	40	24	21	26	23	11	23
FBgn0040362	CG11379	453	407	574	384	451	492	428	594	567	586	498	401
FBgn0040363	CG11384	16	4	11	35	14	27	21	7	17	30	24	12
FBgn0040364	CG11378	1534	1099	1414	1219	1254	1332	1410	1018	1136	1396	1235.999	1133.999
FBgn0040365	CG14628	114	111	149	105	139	144	129	141	154	173	135	118
